Lead_ID,Name,Email_Source,Contacted,Engagement_Score,Location,Profession,Course_Interest,Follow_Up_Count,Converted
L2289,Kunal Das,Email,Yes,42,Delhi,Working Professional,Data Science - Beginner,0,0
L2290,Diya Das,Referral,Yes,38,Bangalore,Working Professional,AI & Deep Learning,0,1
L2291,Saanvi Naidu,Website,No,76,Mumbai,Working Professional,Data Science - Advanced,1,1
L2292,Arjun Chopra,Walk-in,No,49,Chennai,Working Professional,Machine Learning,0,0
L2293,Vivaan Reddy,Social Media,No,62,Delhi,Freelancer,Data Science - Beginner,4,0
L2294,Ananya Bansal,Social Media,Yes,70,Jaipur,Working Professional,Machine Learning,2,0
L2295,Kunal Naidu,Email,No,80,Jaipur,Freelancer,AI & Deep Learning,4,1
L2296,Saanvi Bansal,Walk-in,No,100,Kolkata,Working Professional,Machine Learning,4,0
L2297,Aarohi Reddy,Walk-in,Yes,23,Pune,Student,AI & Deep Learning,5,1
L2298,Meera Nair,Social Media,Yes,39,Ahmedabad,Freelancer,Data Science - Advanced,5,1
L2299,Aditya Pillai,Social Media,No,97,Jaipur,Freelancer,Machine Learning,2,1
L2300,Vihaan Khan,Website,No,64,Pune,Freelancer,AI & Deep Learning,4,0
L2301,Aditya Bansal,Website,Yes,27,Ahmedabad,Freelancer,Machine Learning,3,0
L2302,Aditya Chopra,Website,No,69,Mumbai,Working Professional,Machine Learning,4,0
L2303,Aarav Nair,Walk-in,Yes,14,Kolkata,Working Professional,Data Science - Beginner,2,1
L2304,Arjun Shetty,Referral,No,75,Delhi,Student,Machine Learning,0,1
L2305,Aarohi Shetty,Social Media,No,96,Nagpur,Freelancer,Machine Learning,1,0
L2306,Aanya Sharma,Social Media,Yes,74,Delhi,Freelancer,Data Science - Beginner,0,0
L2307,Meera Gupta,Walk-in,No,40,Pune,Freelancer,Machine Learning,2,0
L2308,Krishna Das,Social Media,Yes,89,Ahmedabad,Working Professional,Data Science - Beginner,4,0
L2309,Vivaan Singh,Email,Yes,18,Bangalore,Student,AI & Deep Learning,1,1
L2310,Aditya Choudhary,Walk-in,No,27,Chennai,Working Professional,Data Science - Advanced,3,0
L2311,Ishaan Joshi,Walk-in,No,73,Delhi,Student,Machine Learning,1,0
L2312,Aarav Choudhary,Walk-in,No,97,Chennai,Student,Machine Learning,5,1
L2313,Saanvi Iyer,Social Media,No,50,Chennai,Student,AI & Deep Learning,4,0
L2314,Diya Joshi,Social Media,Yes,49,Bangalore,Student,AI & Deep Learning,5,0
L2315,Arjun Kulkarni,Website,No,63,Pune,Working Professional,Data Science - Beginner,1,1
L2316,Aanya Das,Social Media,No,32,Bangalore,Student,Data Science - Beginner,3,1
L2317,Rohan Patel,Referral,Yes,5,Mumbai,Freelancer,AI & Deep Learning,2,0
L2318,Ananya Shetty,Email,No,34,Nagpur,Working Professional,Data Science - Beginner,0,0
L2319,Meera Shetty,Social Media,Yes,63,Delhi,Student,Machine Learning,1,1
L2320,Isha Mehta,Referral,Yes,66,Mumbai,Working Professional,Machine Learning,5,1
L2321,Saanvi Reddy,Walk-in,Yes,76,Hyderabad,Student,Data Science - Beginner,4,1
L2322,Shruti Verma,Referral,No,52,Bangalore,Freelancer,Data Science - Beginner,4,0
L2323,Sai Kulkarni,Walk-in,No,79,Ahmedabad,Working Professional,Machine Learning,2,1
L2324,Vihaan Iyer,Email,No,18,Kolkata,Student,AI & Deep Learning,2,0
L2325,Aarav Das,Walk-in,Yes,14,Chennai,Working Professional,Data Science - Beginner,1,1
L2326,Ishaan Chopra,Walk-in,Yes,65,Kolkata,Student,AI & Deep Learning,3,1
L2327,Aarohi Iyer,Website,Yes,52,Bangalore,Working Professional,AI & Deep Learning,0,1
L2328,Vihaan Iyer,Social Media,Yes,80,Mumbai,Working Professional,Data Science - Advanced,4,1
L2329,Aarav Bansal,Walk-in,Yes,51,Pune,Working Professional,Machine Learning,1,0
L2330,Rohan Patel,Website,Yes,11,Jaipur,Student,Machine Learning,3,1
L2331,Arjun Sharma,Email,No,9,Nagpur,Student,AI & Deep Learning,5,1
L2332,Vihaan Chopra,Website,Yes,35,Hyderabad,Student,Data Science - Beginner,0,1
L2333,Kavya Singh,Social Media,Yes,19,Bangalore,Freelancer,AI & Deep Learning,0,1
L2334,Arjun Naidu,Email,No,27,Pune,Student,Machine Learning,0,1
L2335,Kunal Gupta,Website,No,2,Bangalore,Freelancer,Data Science - Advanced,1,1
L2336,Vihaan Reddy,Walk-in,Yes,5,Delhi,Working Professional,AI & Deep Learning,4,1
L2337,Vihaan Naidu,Website,Yes,61,Nagpur,Student,AI & Deep Learning,3,0
L2338,Vivaan Gupta,Social Media,Yes,77,Hyderabad,Student,AI & Deep Learning,3,0
L2339,Aditya Chopra,Email,Yes,53,Ahmedabad,Freelancer,Data Science - Beginner,0,1
L2340,Saanvi Saxena,Walk-in,No,4,Nagpur,Student,AI & Deep Learning,1,0
L2341,Ananya Chopra,Social Media,Yes,60,Delhi,Freelancer,AI & Deep Learning,0,0
L2342,Vivaan Pillai,Website,Yes,12,Mumbai,Student,AI & Deep Learning,4,0
L2343,Aarohi Saxena,Social Media,No,64,Pune,Student,Data Science - Beginner,0,1
L2344,Ananya Khan,Referral,Yes,64,Mumbai,Freelancer,Data Science - Advanced,4,0
L2345,Riya Sharma,Referral,No,40,Delhi,Working Professional,Data Science - Beginner,1,0
L2346,Kunal Singh,Website,Yes,47,Pune,Student,AI & Deep Learning,0,0
L2347,Ananya Bansal,Website,No,97,Mumbai,Student,Data Science - Beginner,4,1
L2348,Kunal Pillai,Referral,Yes,49,Jaipur,Student,Data Science - Advanced,5,0
L2349,Isha Joshi,Email,Yes,29,Pune,Working Professional,AI & Deep Learning,0,1
L2350,Kavya Singh,Walk-in,Yes,87,Pune,Working Professional,Machine Learning,5,1
L2351,Shruti Shetty,Email,Yes,49,Nagpur,Student,Data Science - Beginner,0,0
L2352,Ananya Shetty,Walk-in,Yes,22,Chennai,Freelancer,AI & Deep Learning,5,1
L2353,Kavya Shetty,Referral,No,62,Ahmedabad,Working Professional,AI & Deep Learning,1,0
L2354,Saanvi Naidu,Social Media,Yes,65,Ahmedabad,Working Professional,Machine Learning,3,1
L2355,Aarav Kulkarni,Website,No,85,Ahmedabad,Student,Data Science - Beginner,4,0
L2356,Riya Singh,Walk-in,Yes,11,Chennai,Working Professional,Data Science - Beginner,0,1
L2357,Shruti Kulkarni,Website,No,78,Pune,Student,Machine Learning,1,1
L2358,Meera Khan,Walk-in,No,35,Kolkata,Student,Data Science - Advanced,0,0
L2359,Shruti Kulkarni,Referral,No,36,Chennai,Student,Data Science - Advanced,5,0
L2360,Sai Patel,Website,Yes,96,Kolkata,Freelancer,Data Science - Advanced,0,1
L2361,Ananya Sharma,Website,Yes,1,Nagpur,Student,Data Science - Beginner,4,1
L2362,Krishna Singh,Referral,No,31,Jaipur,Student,Data Science - Beginner,0,0
L2363,Vihaan Khan,Social Media,No,1,Nagpur,Freelancer,Data Science - Beginner,3,0
L2364,Krishna Gupta,Referral,Yes,59,Jaipur,Freelancer,AI & Deep Learning,5,0
L2365,Aanya Sharma,Walk-in,No,39,Ahmedabad,Student,AI & Deep Learning,3,1
L2366,Aanya Iyer,Social Media,Yes,3,Jaipur,Freelancer,Machine Learning,5,0
L2367,Krishna Das,Social Media,Yes,93,Delhi,Working Professional,Data Science - Beginner,0,0
L2368,Ananya Patel,Walk-in,No,89,Bangalore,Working Professional,Data Science - Advanced,4,1
L2369,Arjun Sharma,Website,No,86,Nagpur,Student,Machine Learning,1,1
L2370,Krishna Khan,Referral,No,4,Kolkata,Working Professional,AI & Deep Learning,4,1
L2371,Kunal Chopra,Email,No,56,Kolkata,Student,Data Science - Beginner,0,0
L2372,Meera Gupta,Email,Yes,18,Ahmedabad,Student,Data Science - Advanced,1,0
L2373,Aarohi Pillai,Walk-in,No,1,Pune,Working Professional,Data Science - Advanced,0,1
L2374,Aarohi Patel,Referral,No,89,Hyderabad,Student,AI & Deep Learning,1,1
L2375,Ishaan Das,Email,Yes,29,Hyderabad,Working Professional,Data Science - Beginner,0,1
L2376,Aditya Bansal,Walk-in,Yes,99,Ahmedabad,Student,Machine Learning,0,0
L2377,Isha Patel,Website,No,45,Jaipur,Student,Machine Learning,5,1
L2378,Vihaan Verma,Social Media,No,78,Pune,Student,Data Science - Beginner,2,1
L2379,Isha Sharma,Social Media,Yes,17,Ahmedabad,Student,Data Science - Advanced,3,0
L2380,Aarav Patel,Website,Yes,17,Jaipur,Freelancer,AI & Deep Learning,0,1
L2381,Aditya Gupta,Social Media,No,69,Hyderabad,Student,AI & Deep Learning,5,1
L2382,Isha Choudhary,Website,No,40,Chennai,Freelancer,Data Science - Beginner,2,0
L2383,Arjun Pillai,Referral,Yes,82,Bangalore,Working Professional,Data Science - Beginner,0,0
L2384,Ananya Iyer,Social Media,No,64,Delhi,Freelancer,Machine Learning,3,0
L2385,Rohan Iyer,Email,No,11,Kolkata,Working Professional,Data Science - Advanced,1,1
L2386,Vihaan Gupta,Referral,Yes,51,Kolkata,Student,AI & Deep Learning,3,1
L2387,Diya Naidu,Website,Yes,36,Mumbai,Freelancer,AI & Deep Learning,3,1
L2388,Aarohi Khan,Walk-in,No,61,Kolkata,Student,Data Science - Advanced,4,0
L2389,Ishaan Joshi,Social Media,Yes,53,Mumbai,Freelancer,Machine Learning,4,1
L2390,Kunal Gupta,Website,Yes,41,Bangalore,Student,Machine Learning,0,1
L2391,Isha Naidu,Walk-in,Yes,15,Pune,Student,Machine Learning,5,1
L2392,Rohan Nair,Email,Yes,46,Bangalore,Freelancer,Data Science - Advanced,0,1
L2393,Rohan Singh,Social Media,Yes,13,Jaipur,Working Professional,Data Science - Advanced,4,0
L2394,Aarohi Gupta,Referral,Yes,1,Chennai,Student,Machine Learning,1,1
L2395,Shruti Singh,Walk-in,Yes,93,Mumbai,Freelancer,Machine Learning,4,1
L2396,Meera Sharma,Referral,No,34,Nagpur,Working Professional,Data Science - Beginner,0,0
L2397,Sai Patel,Website,No,40,Delhi,Freelancer,Machine Learning,0,0
L2398,Krishna Sharma,Social Media,No,7,Bangalore,Freelancer,AI & Deep Learning,0,0
L2399,Riya Gupta,Social Media,No,7,Nagpur,Student,Data Science - Advanced,0,0
L2400,Vihaan Nair,Referral,Yes,11,Mumbai,Working Professional,Data Science - Beginner,0,0
L2401,Kunal Saxena,Social Media,Yes,14,Kolkata,Freelancer,Data Science - Beginner,4,1
L2402,Meera Das,Social Media,Yes,81,Chennai,Student,Machine Learning,5,0
L2403,Aarohi Khan,Social Media,No,82,Kolkata,Freelancer,Machine Learning,2,0
L2404,Vihaan Patel,Website,No,44,Delhi,Working Professional,Data Science - Advanced,5,0
L2405,Aarav Saxena,Website,No,67,Nagpur,Working Professional,Data Science - Advanced,3,0
L2406,Krishna Pillai,Social Media,No,14,Chennai,Student,Data Science - Beginner,4,1
L2407,Arjun Gupta,Website,No,33,Kolkata,Working Professional,Data Science - Beginner,4,0
L2408,Riya Choudhary,Website,Yes,58,Chennai,Freelancer,Data Science - Beginner,0,0
L2409,Kunal Shetty,Social Media,No,46,Kolkata,Freelancer,Data Science - Beginner,0,0
L2410,Rohan Singh,Website,Yes,28,Chennai,Student,Data Science - Advanced,0,1
L2411,Shruti Verma,Referral,No,71,Hyderabad,Working Professional,Machine Learning,3,1
L2412,Aarav Naidu,Referral,No,9,Chennai,Freelancer,Data Science - Beginner,1,1
L2413,Arjun Patel,Email,Yes,95,Mumbai,Working Professional,Machine Learning,1,1
L2414,Aditya Sharma,Referral,Yes,28,Delhi,Working Professional,Data Science - Beginner,5,1
L2415,Sai Singh,Website,Yes,80,Ahmedabad,Student,Data Science - Advanced,2,1
L2416,Aarohi Patel,Website,Yes,2,Bangalore,Student,AI & Deep Learning,4,0
L2417,Aarav Choudhary,Website,Yes,19,Mumbai,Working Professional,Data Science - Beginner,3,1
L2418,Diya Shetty,Referral,No,52,Delhi,Student,Machine Learning,1,1
L2419,Meera Patel,Social Media,Yes,42,Nagpur,Student,Machine Learning,3,1
L2420,Rohan Gupta,Referral,No,16,Hyderabad,Working Professional,Data Science - Advanced,4,1
L2421,Ananya Reddy,Website,Yes,58,Kolkata,Working Professional,Data Science - Beginner,1,0
L2422,Shruti Joshi,Walk-in,No,65,Mumbai,Working Professional,Machine Learning,2,0
L2423,Aanya Verma,Walk-in,No,21,Delhi,Freelancer,AI & Deep Learning,0,0
L2424,Kunal Singh,Referral,No,99,Bangalore,Working Professional,AI & Deep Learning,3,0
L2425,Vivaan Joshi,Social Media,No,14,Nagpur,Working Professional,Data Science - Advanced,0,1
L2426,Vihaan Joshi,Referral,No,97,Kolkata,Freelancer,Data Science - Advanced,3,0
L2427,Ishaan Reddy,Referral,No,40,Delhi,Freelancer,Data Science - Beginner,1,1
L2428,Kunal Patel,Email,No,91,Kolkata,Freelancer,Data Science - Advanced,3,0
L2429,Sai Chopra,Website,No,34,Chennai,Freelancer,AI & Deep Learning,1,1
L2430,Sai Shetty,Walk-in,No,6,Kolkata,Working Professional,AI & Deep Learning,2,0
L2431,Aarav Pillai,Referral,Yes,19,Kolkata,Student,Data Science - Advanced,2,0
L2432,Meera Naidu,Referral,No,89,Pune,Working Professional,Data Science - Advanced,1,1
L2433,Aarohi Saxena,Walk-in,Yes,53,Nagpur,Working Professional,AI & Deep Learning,4,0
L2434,Sai Verma,Email,No,100,Delhi,Working Professional,Data Science - Beginner,2,0
L2435,Aarohi Nair,Website,No,26,Jaipur,Working Professional,Data Science - Beginner,2,1
L2436,Isha Khan,Social Media,No,25,Hyderabad,Working Professional,AI & Deep Learning,0,1
L2437,Aarohi Nair,Referral,No,91,Hyderabad,Working Professional,Machine Learning,1,1
L2438,Aditya Chopra,Social Media,Yes,68,Bangalore,Student,Data Science - Advanced,3,0
L2439,Aanya Gupta,Referral,Yes,24,Nagpur,Freelancer,Data Science - Advanced,1,0
L2440,Riya Reddy,Social Media,Yes,60,Hyderabad,Freelancer,AI & Deep Learning,3,0
L2441,Riya Reddy,Referral,Yes,8,Bangalore,Student,Machine Learning,0,1
L2442,Rohan Shetty,Referral,Yes,5,Hyderabad,Student,Data Science - Beginner,3,0
L2443,Ishaan Chopra,Website,Yes,4,Pune,Freelancer,AI & Deep Learning,4,0
L2444,Vihaan Khan,Website,No,35,Kolkata,Student,Data Science - Beginner,3,0
L2445,Aditya Pillai,Referral,Yes,28,Mumbai,Working Professional,Data Science - Advanced,3,0
L2446,Ananya Sharma,Social Media,No,75,Delhi,Student,Data Science - Advanced,3,1
L2447,Sai Khan,Email,No,74,Delhi,Student,AI & Deep Learning,1,1
L2448,Saanvi Das,Website,Yes,70,Delhi,Freelancer,Data Science - Beginner,5,1
L2449,Ananya Khan,Social Media,Yes,45,Jaipur,Freelancer,Machine Learning,0,0
L2450,Kavya Iyer,Website,No,90,Pune,Working Professional,Data Science - Advanced,4,0
L2451,Sai Chopra,Social Media,No,29,Hyderabad,Freelancer,Data Science - Beginner,2,1
L2452,Vivaan Gupta,Referral,No,58,Chennai,Freelancer,Machine Learning,1,1
L2453,Sai Shetty,Email,No,27,Jaipur,Working Professional,Machine Learning,4,1
L2454,Aarav Pillai,Social Media,No,39,Nagpur,Working Professional,AI & Deep Learning,2,1
L2455,Aarav Bansal,Social Media,Yes,86,Mumbai,Freelancer,Data Science - Advanced,4,0
L2456,Sai Bansal,Social Media,No,100,Bangalore,Student,Data Science - Beginner,2,1
L2457,Meera Chopra,Social Media,Yes,23,Pune,Working Professional,Data Science - Advanced,1,0
L2458,Sai Sharma,Website,Yes,46,Mumbai,Student,Data Science - Advanced,2,1
L2459,Diya Verma,Social Media,Yes,44,Bangalore,Working Professional,Data Science - Beginner,1,1
L2460,Shruti Kulkarni,Walk-in,No,89,Delhi,Freelancer,Data Science - Advanced,1,0
L2461,Sai Singh,Website,No,21,Jaipur,Working Professional,Data Science - Advanced,0,0
L2462,Diya Chopra,Walk-in,Yes,16,Pune,Working Professional,Machine Learning,0,0
L2463,Shruti Verma,Referral,No,97,Jaipur,Working Professional,Machine Learning,4,0
L2464,Vivaan Reddy,Website,Yes,64,Chennai,Student,Data Science - Beginner,3,1
L2465,Kunal Chopra,Email,No,21,Mumbai,Student,AI & Deep Learning,1,1
L2466,Aditya Chopra,Website,No,44,Jaipur,Student,Data Science - Advanced,1,1
L2467,Saanvi Patel,Website,Yes,62,Hyderabad,Student,AI & Deep Learning,1,1
L2468,Rohan Saxena,Email,Yes,86,Ahmedabad,Freelancer,AI & Deep Learning,2,1
L2469,Vihaan Gupta,Social Media,No,16,Kolkata,Student,Data Science - Beginner,0,0
L2470,Meera Khan,Email,Yes,35,Nagpur,Student,Data Science - Advanced,5,0
L2471,Aditya Joshi,Website,No,46,Nagpur,Working Professional,Data Science - Beginner,2,0
L2472,Arjun Reddy,Walk-in,Yes,39,Delhi,Freelancer,Data Science - Beginner,4,1
L2473,Riya Chopra,Referral,Yes,34,Kolkata,Freelancer,Data Science - Advanced,2,1
L2474,Arjun Gupta,Social Media,Yes,91,Bangalore,Freelancer,Machine Learning,5,0
L2475,Shruti Bansal,Social Media,No,99,Ahmedabad,Working Professional,AI & Deep Learning,0,1
L2476,Riya Naidu,Walk-in,Yes,27,Delhi,Student,AI & Deep Learning,2,0
L2477,Diya Nair,Social Media,Yes,44,Kolkata,Freelancer,Machine Learning,3,1
L2478,Vivaan Kulkarni,Email,No,95,Ahmedabad,Freelancer,Data Science - Advanced,5,0
L2479,Ananya Das,Referral,Yes,52,Pune,Student,Machine Learning,3,1
L2480,Arjun Chopra,Website,No,40,Delhi,Freelancer,Machine Learning,5,1
L2481,Aditya Chopra,Referral,Yes,72,Pune,Student,Data Science - Advanced,2,0
L2482,Vihaan Shetty,Website,No,94,Chennai,Student,Machine Learning,3,0
L2483,Meera Das,Website,No,24,Nagpur,Student,Data Science - Advanced,1,0
L2484,Rohan Patel,Email,Yes,77,Nagpur,Student,AI & Deep Learning,3,0
L2485,Saanvi Verma,Website,No,52,Nagpur,Working Professional,Machine Learning,0,1
L2486,Isha Mehta,Website,Yes,62,Bangalore,Freelancer,Data Science - Beginner,0,0
L2487,Kavya Patel,Social Media,Yes,74,Delhi,Student,Machine Learning,1,0
L2488,Arjun Bansal,Email,No,12,Mumbai,Freelancer,Data Science - Advanced,3,0
L2489,Vivaan Das,Social Media,Yes,60,Kolkata,Freelancer,Data Science - Beginner,2,1
L2490,Rohan Naidu,Social Media,No,8,Kolkata,Working Professional,Data Science - Advanced,3,1
L2491,Ishaan Kulkarni,Email,Yes,2,Jaipur,Working Professional,Data Science - Advanced,3,0
L2492,Ishaan Khan,Referral,Yes,57,Chennai,Freelancer,Data Science - Advanced,1,0
L2493,Ishaan Mehta,Referral,Yes,2,Jaipur,Working Professional,Machine Learning,5,0
L2494,Isha Singh,Website,Yes,92,Mumbai,Working Professional,Machine Learning,2,1
L2495,Vihaan Mehta,Referral,Yes,60,Kolkata,Freelancer,AI & Deep Learning,4,1
L2496,Riya Das,Social Media,No,89,Delhi,Working Professional,Machine Learning,1,0
L2497,Rohan Das,Social Media,No,42,Hyderabad,Student,AI & Deep Learning,0,0
L2498,Riya Nair,Walk-in,Yes,23,Bangalore,Freelancer,Data Science - Advanced,0,0
L2499,Kunal Shetty,Website,No,40,Bangalore,Working Professional,Data Science - Beginner,3,0
L2500,Krishna Khan,Email,No,100,Hyderabad,Student,AI & Deep Learning,4,1
L2501,Saanvi Chopra,Social Media,Yes,46,Bangalore,Freelancer,Machine Learning,5,0
L2502,Aanya Gupta,Referral,Yes,36,Kolkata,Student,Data Science - Advanced,4,1
L2503,Rohan Patel,Social Media,Yes,77,Hyderabad,Student,Machine Learning,5,1
L2504,Riya Khan,Website,Yes,51,Bangalore,Student,Machine Learning,4,0
L2505,Vivaan Chopra,Website,No,69,Mumbai,Working Professional,AI & Deep Learning,0,1
L2506,Riya Das,Social Media,No,29,Kolkata,Freelancer,Machine Learning,2,0
L2507,Saanvi Verma,Referral,No,11,Ahmedabad,Working Professional,Machine Learning,3,1
L2508,Isha Pillai,Website,No,97,Delhi,Working Professional,Data Science - Beginner,2,1
L2509,Aditya Kulkarni,Email,Yes,8,Pune,Working Professional,AI & Deep Learning,5,0
L2510,Shruti Reddy,Social Media,No,43,Nagpur,Freelancer,AI & Deep Learning,5,1
L2511,Aarav Singh,Website,No,53,Chennai,Student,Machine Learning,0,0
L2512,Krishna Pillai,Email,No,76,Ahmedabad,Student,Data Science - Advanced,0,1
L2513,Riya Pillai,Website,Yes,52,Kolkata,Freelancer,Data Science - Beginner,4,0
L2514,Sai Bansal,Referral,No,61,Jaipur,Freelancer,Machine Learning,0,0
L2515,Aarohi Pillai,Walk-in,No,43,Delhi,Freelancer,Machine Learning,5,0
L2516,Aanya Saxena,Website,No,27,Bangalore,Freelancer,Data Science - Advanced,5,1
L2517,Aanya Sharma,Email,No,3,Bangalore,Freelancer,Data Science - Advanced,1,0
L2518,Saanvi Verma,Email,No,98,Mumbai,Freelancer,AI & Deep Learning,5,1
L2519,Aarav Das,Referral,Yes,24,Nagpur,Student,AI & Deep Learning,1,0
L2520,Riya Mehta,Walk-in,Yes,99,Ahmedabad,Freelancer,Data Science - Beginner,5,0
L2521,Riya Reddy,Walk-in,Yes,54,Hyderabad,Student,Data Science - Advanced,3,0
L2522,Saanvi Sharma,Walk-in,No,40,Jaipur,Working Professional,Data Science - Advanced,3,1
L2523,Sai Sharma,Website,Yes,12,Delhi,Working Professional,Machine Learning,5,0
L2524,Vihaan Singh,Email,No,58,Nagpur,Working Professional,Data Science - Advanced,0,1
L2525,Meera Pillai,Website,Yes,48,Bangalore,Freelancer,Data Science - Advanced,2,0
L2526,Meera Kulkarni,Email,Yes,7,Pune,Freelancer,Data Science - Beginner,3,0
L2527,Isha Saxena,Walk-in,Yes,50,Chennai,Freelancer,Machine Learning,5,0
L2528,Vihaan Choudhary,Walk-in,Yes,14,Chennai,Freelancer,Machine Learning,4,0
L2529,Aarohi Patel,Email,Yes,26,Kolkata,Student,Data Science - Beginner,3,0
L2530,Kavya Gupta,Referral,No,6,Kolkata,Student,Data Science - Advanced,0,0
L2531,Aarohi Patel,Referral,Yes,52,Pune,Freelancer,Data Science - Advanced,4,1
L2532,Meera Bansal,Email,No,68,Hyderabad,Student,Data Science - Beginner,3,0
L2533,Aarohi Kulkarni,Walk-in,No,73,Pune,Freelancer,AI & Deep Learning,5,1
L2534,Aditya Patel,Referral,Yes,55,Jaipur,Freelancer,Data Science - Beginner,5,1
L2535,Vihaan Bansal,Referral,No,51,Pune,Student,Data Science - Beginner,4,0
L2536,Aarav Iyer,Walk-in,Yes,59,Nagpur,Freelancer,Data Science - Advanced,3,0
L2537,Rohan Khan,Email,Yes,42,Jaipur,Working Professional,Data Science - Advanced,5,1
L2538,Ananya Kulkarni,Referral,Yes,11,Pune,Student,Machine Learning,5,0
L2539,Kunal Bansal,Email,Yes,53,Jaipur,Student,Data Science - Beginner,1,0
L2540,Saanvi Joshi,Website,Yes,24,Ahmedabad,Working Professional,AI & Deep Learning,3,0
L2541,Krishna Nair,Referral,No,1,Pune,Working Professional,Data Science - Advanced,3,1
L2542,Arjun Singh,Social Media,No,46,Delhi,Freelancer,AI & Deep Learning,2,0
L2543,Meera Pillai,Email,No,87,Nagpur,Student,AI & Deep Learning,5,1
L2544,Aarohi Shetty,Website,Yes,46,Jaipur,Working Professional,AI & Deep Learning,1,1
L2545,Rohan Naidu,Referral,Yes,26,Pune,Student,AI & Deep Learning,0,1
L2546,Aanya Pillai,Walk-in,No,37,Jaipur,Student,Data Science - Advanced,2,1
L2547,Shruti Saxena,Website,Yes,96,Nagpur,Working Professional,Data Science - Advanced,4,1
L2548,Sai Bansal,Referral,Yes,2,Chennai,Working Professional,AI & Deep Learning,0,1
L2549,Shruti Chopra,Referral,Yes,25,Hyderabad,Working Professional,Data Science - Advanced,4,0
L2550,Ishaan Choudhary,Walk-in,No,52,Ahmedabad,Freelancer,AI & Deep Learning,5,1
L2551,Saanvi Nair,Website,No,100,Chennai,Student,Machine Learning,0,0
L2552,Rohan Kulkarni,Website,Yes,67,Bangalore,Freelancer,Data Science - Advanced,0,1
L2553,Ishaan Nair,Walk-in,Yes,98,Jaipur,Student,Data Science - Advanced,1,1
L2554,Aarav Sharma,Social Media,Yes,38,Bangalore,Student,AI & Deep Learning,3,0
L2555,Kavya Patel,Email,Yes,5,Bangalore,Freelancer,Data Science - Beginner,1,1
L2556,Vihaan Sharma,Website,No,42,Pune,Freelancer,AI & Deep Learning,1,0
L2557,Shruti Nair,Walk-in,No,83,Hyderabad,Freelancer,AI & Deep Learning,2,0
L2558,Arjun Singh,Social Media,No,80,Pune,Student,Data Science - Advanced,1,1
L2559,Krishna Sharma,Walk-in,No,55,Chennai,Freelancer,Data Science - Beginner,4,1
L2560,Meera Nair,Referral,Yes,73,Ahmedabad,Student,Machine Learning,3,0
L2561,Aarav Patel,Referral,No,32,Nagpur,Working Professional,AI & Deep Learning,3,0
L2562,Aarohi Das,Walk-in,No,62,Pune,Freelancer,Machine Learning,0,1
L2563,Krishna Singh,Referral,No,16,Pune,Working Professional,Data Science - Advanced,0,0
L2564,Riya Nair,Email,No,13,Nagpur,Student,AI & Deep Learning,3,1
L2565,Ishaan Bansal,Social Media,No,45,Nagpur,Student,AI & Deep Learning,0,0
L2566,Vivaan Gupta,Email,Yes,76,Delhi,Freelancer,AI & Deep Learning,1,0
L2567,Saanvi Verma,Website,No,94,Pune,Working Professional,Machine Learning,2,1
L2568,Kunal Shetty,Walk-in,Yes,100,Bangalore,Working Professional,AI & Deep Learning,0,1
L2569,Meera Das,Website,Yes,41,Mumbai,Student,AI & Deep Learning,3,1
L2570,Aditya Nair,Social Media,No,81,Nagpur,Freelancer,Machine Learning,0,1
L2571,Krishna Bansal,Walk-in,No,11,Bangalore,Working Professional,AI & Deep Learning,1,1
L2572,Vivaan Nair,Social Media,No,66,Nagpur,Working Professional,Machine Learning,4,0
L2573,Vihaan Choudhary,Referral,No,35,Jaipur,Working Professional,Machine Learning,1,0
L2574,Aanya Verma,Referral,No,1,Nagpur,Working Professional,Data Science - Beginner,4,0
L2575,Aarav Singh,Email,No,16,Ahmedabad,Working Professional,Data Science - Beginner,1,0
L2576,Sai Patel,Walk-in,Yes,88,Delhi,Freelancer,AI & Deep Learning,3,0
L2577,Vivaan Iyer,Walk-in,No,70,Ahmedabad,Working Professional,Machine Learning,5,0
L2578,Saanvi Shetty,Walk-in,Yes,20,Chennai,Working Professional,Data Science - Advanced,4,1
L2579,Aditya Naidu,Email,No,91,Jaipur,Student,Data Science - Advanced,5,0
L2580,Ananya Das,Website,Yes,8,Delhi,Freelancer,AI & Deep Learning,2,1
L2581,Aarav Kulkarni,Walk-in,Yes,98,Chennai,Working Professional,Data Science - Beginner,4,1
L2582,Vivaan Nair,Website,Yes,87,Mumbai,Freelancer,Data Science - Beginner,4,1
L2583,Krishna Patel,Social Media,Yes,88,Pune,Working Professional,AI & Deep Learning,0,0
L2584,Ananya Shetty,Email,No,72,Nagpur,Working Professional,Data Science - Advanced,3,0
L2585,Sai Reddy,Social Media,No,5,Bangalore,Working Professional,Data Science - Advanced,1,0
L2586,Ananya Iyer,Walk-in,No,87,Nagpur,Working Professional,AI & Deep Learning,2,1
L2587,Rohan Singh,Referral,Yes,69,Pune,Freelancer,Data Science - Advanced,0,1
L2588,Aditya Singh,Referral,Yes,80,Jaipur,Working Professional,Data Science - Advanced,4,1
L2589,Isha Saxena,Referral,No,17,Chennai,Student,Data Science - Advanced,2,1
L2590,Aarav Joshi,Website,Yes,18,Chennai,Student,Machine Learning,0,0
L2591,Diya Saxena,Walk-in,No,1,Delhi,Working Professional,AI & Deep Learning,0,1
